ID	EN
3335	gaming establishment
3336	automatic game
3337	distribution by sex
3338	sport fishing
3339	tourist exchange
3340	foreign tourism
3341	rural tourism
3342	directory
3343	tourist infrastructure
3344	social budget
3345	replanting
3346	European social policy
3347	prevention of delinquency
3348	crime
3349	physically disabled
3350	carry-over of appropriations
3351	mentally disabled
3352	homelessness
3353	sexual mutilation
3354	weekly rest period
3355	drug traffic
3356	general medicine
3357	social assistance
3358	social facilities
3359	social security legislation
3360	social work
3361	home help
3362	supplementary pension
3363	union representative
3364	health card
3365	health expenditure
3366	hospital expenses
3367	diplomatic representation
3368	hospitalisation
3369	home care
3370	patient's rights
3371	public hygiene
3372	social medicine
3373	credit insurance
3374	workers' representation
3375	private medical treatment
3376	urban construction
3377	urban infrastructure
3378	property market
3379	political representation
3380	rent regulations
3381	Isle of Man
3382	Castile-Leon
3383	proportional representation
3384	Castile-La Mancha
3385	Cantabria
3386	Balearic Islands
3387	Rioja
3388	Ceuta and Melilla
3389	repression
3390	Community of Madrid
3391	Community of Valencia
3392	Region of Murcia
3393	Northern Portugal
3394	Central Portugal
3395	Lisbon and the Tagus Valley
3396	North East (England)
3397	North West (England)
3398	South East (England)
3399	South West (England)
3400	economic recovery
3401	Antigua and Barbuda
3402	Anguilla
3403	Saint Kitts and Nevis
3404	reprography
3405	Saint Vincent and the Grenadines
3406	US Virgin Islands
3407	Great Maghreb
3408	animal breeding
3409	plant propagation
3410	Marshall Islands
3411	American Samoa
3412	disability insurance
3413	republic
3414	polar region
3415	Dominican Republic
3416	Pitcairn Islands
3417	requisitioning of workers
3419	biological weapon
3420	weapon of mass destruction
3421	strategic nuclear weapon
3422	information network
3423	atomic bomb
3424	farm accountancy data network
3425	ballistic missile
3426	guided missile
3427	intercontinental missile
3428	transport network
3429	warships
3430	rail network
3431	space-based weapons
3432	laser weapon
3433	incendiary weapon
3434	firearms and munitions
3435	network of navigable waterways
3436	land forces
3437	paramilitary force
3438	road network
3439	air force
3440	reserve army
3441	forces abroad
3442	navy
3443	reserves
3444	women's military service
3445	voluntary military service
3446	provision
3447	defence expenditure
3448	strategic defence
3449	foreign-exchange reserves
3450	international security
3451	arms policy
3452	European arms policy
3453	European security
3454	nuclear non-proliferation
3455	arms limitation
3456	creation of nuclear-free zones
3457	nature reserve
3458	harmonisation of weapons
3460	residence
3461	international agreement
3462	bilateral agreement
3463	multilateral agreement
3464	secondary residence
3465	international negotiations
3466	signature of an agreement
3467	international instrument
3468	international convention
3469	pesticide residue
3470	resolution
3471	wood residue
3472	European convention
3473	UN international covenant
3474	international affairs
3475	termination of a contract
3476	international issue
3477	indemnity insurance
3478	resin
3479	relations between the two German States
3480	official visit
3481	international aid
3482	code of conduct
3483	international sanctions
3484	resolution (EU)
3486	religious group
3487	sociocultural group
3488	self-sufficiency in food
3489	cooperation policy
3490	UN resolution
3491	legal cooperation
3493	military occupation
3494	EP resolution
3495	occupied territory
3496	multinational force
3497	liability
3498	prisoner of war
3499	Armenian question
3500	Kurdistan question
3501	Palestine question
3502	unification of Germany
3503	international responsibility
3504	Conference on Disarmament in Europe
3505	Euro-missile
3506	arms control
3507	ministerial responsibility
3508	START agreement
3509	ABM Agreement
3510	peace zone
3512	health insurance
3513	criminal liability
3514	OSCE
3515	long-term unemployment
3516	reintegration into working life
3517	political responsibility
3518	fight against unemployment
3519	manpower planning
3520	job sharing
3521	national
3522	termination of employment
3523	change of job
3524	local employment initiative
3525	unpaid work
3526	EU national
3527	temporary employment
3528	animal resources
3529	youth employment
3530	female work
3531	resources of the sea
3532	updating of skills
3533	economic resources
3534	traineeship
3535	water resources
3536	soil resources
3537	employment statistics
3538	energy resources
3539	auxiliary worker
3540	expatriate worker
3541	marine insurance
3542	entrepreneur
3543	managing director
3544	fishery resources
3545	self-employed person
3546	mineral resources
3547	public holiday
3548	Sunday working
3549	natural resources
3550	rate of work
3551	renewable resources
3552	teleworking
3553	pay freeze
3554	additional resources
3555	pay cut
3556	fringe benefit
3557	allowances and expenses
3558	budgetary resources
3559	appointment of staff
3560	own resources
3561	rules of procedure
3562	probationary period
3563	catering
3564	trade union rights
3565	trade union freedom
3566	professional ethics
3567	compulsory insurance
3568	export refund
3569	profit sharing
3570	import refund
3571	trade union election
3572	social partners
3573	civil servants’ union
3574	professional association
3575	trade union
3576	production refund
3577	export restriction
3578	diplomatic profession
3579	import restriction
3580	communications profession
3581	restriction on competition
3582	administrative personnel
3583	secretarial staff
3584	trade restriction
3585	information profession
3586	scientific profession
3587	technical profession
3588	restriction of liberty
3589	politician
3590	insurance occupation
3591	quantitative restriction
3592	small retailer
3593	dentist
3594	doctor
3595	veterinarian
3596	pharmacist
3597	midwife
3598	artistic profession
3599	private insurance
3600	industrial restructuring
3601	literary profession
3602	operating result
3603	sales staff
3604	sales representative
3605	agricultural performance
3606	school results
3607	information technology profession
3608	tourist profession
3609	hotel profession
3610	service occupation
3611	restoration of customs duties
3612	banking profession
3613	professional sport
3614	transit
3615	backwardness at school
3616	European industrial area
3617	EU industrial policy
3618	withdrawal from the market
3619	handicrafts
3620	small industry
3621	medium-sized industry
3622	small and medium industries
3623	retired person
3624	location of industry
3625	industrial free zone
3626	early retirement
3627	technology park
3628	production surplus
3629	handling
3630	public insurance
3631	fuel reprocessing
3632	industrial manufacturing
3633	production quota
3634	production statistics
3635	producer's liability
3636	new technology
3637	summit meeting
3638	clean technology
3639	traditional technology
3640	technological process
3641	technical regulations
3642	product life
3643	defective product
3644	ministerial meeting
3645	technical specification
3646	European standard
3647	international standard
3648	harmonisation of standards
3649	technical rule
3650	international meeting
3651	recycling technology
3652	research budget
3653	pay rise
3654	Eureka
3655	research staff
3656	EU research policy
3657	industry-research relations
3658	dealer
3659	income
3660	research body
3661	brand name
3662	registered trademark
3663	designs and models
3664	supplementary income
3665	trademark law
3666	EU trade mark
3667	animal experimentation
3668	experiment on humans
3669	company research
3670	basic research
3671	military research
3672	university research
3673	third-party insurance
3674	investment income
3675	Group of 77
3676	Contadora Group
3677	dependent territory
3678	consumer movement
3679	farmers' income
3680	secretarial allowance
3681	transport of dangerous goods
3682	farm income
3683	teaching method
3684	household income
3685	taxable income
3686	national income
3687	underwater mineral resources
3688	income in addition to normal pay
3689	advanced materials
3690	floor coverings
3691	superconducting alloy
3692	composite materials
3693	technical ceramics
3694	special polymer
3695	amorphous materials
3696	ultra-fine particle
3697	biomaterials
3698	shape-memory alloy
3699	constitutional revision
3700	ADN agreement
3701	peripheral
3702	staggering of holidays
3703	amendment of a law
3704	micro-computer
3705	tourism policy
3706	transport insurance
3707	industrial revolution
3708	International Labour Office
3709	Ecosoc
3710	UNHCR
3711	North Rhine-Westphalia
3713	Rhineland-Palatinate
3714	Rhône-Alpes
3715	European Atomic Energy Society
3716	ENEA
3717	Eurofound
3718	European University Institute
3719	Ribe (county)
3720	European Broadcasting Union
3721	wealth
3722	West African Economic and Monetary Union
3723	life assurance
3724	castor bean
3725	Asian and Pacific Development Centre
3726	Ringkøbing (county)
3727	Central American Common Market
3728	insured risk
3729	Development Assistance Committee
3730	health risk
3731	nuclear policy
3732	rice
3733	petroleum policy
3734	storage of hydrocarbons
3735	decommissioning of power stations
3736	agro-energy
3737	energy industry
3738	gasohol
3739	motor spirit
3740	robotics
3741	energy-generating product
3743	coal industry
3744	robotisation
3745	coalmining policy
3746	coal processing
3747	ore deposit
3748	social role
3749	mining operation
3750	mining production
3751	pension scheme
3752	Roskilde (county)
3753	mining of ore
3754	metallic ore
3755	bauxite
3756	bituminous materials
3757	earths and stones
3758	salt
3759	bearing
3760	phosphate
3761	potash
3763	Romania
3764	petroleum exploration
3765	extraction of oil
3766	offshore structure
3767	petroleum production
3768	butane
3769	paraffin
3770	crude oil
3771	petrol
3772	diesel fuel
3773	fuel oil
3774	United Kingdom
3775	propane gas
3776	aviation fuel
3777	lead-free petrol
3778	United Kingdom OCT
3779	offshore oil
3780	regions of the United Kingdom
3782	power plant
3783	electrical industry
3784	Rwanda
3785	siting of power stations
3786	hydroelectric development
3787	Saba
3788	reactor cooling system
3789	nuclear chemistry
3790	astronomy
3791	Peninsular Malaysia
3792	irradiated fuel
3793	sucrose
3795	bioprocess
3796	bio-industry
3797	biotechnology
3798	special chemicals
3799	Western Sahara
3800	non-flat product
3801	flat product
3802	sheet
3803	section
3804	Sahel
3805	thin sheet
3806	lard
3808	raw chemical industry
3809	chemical element
3810	chemical compound
3811	paints and varnishes
3812	Saint Eustatius
3813	medicament
3814	San Marino
3815	hormone
3816	Saint Martin
3817	organic chemical
3818	pesticides industry
3820	metallurgical industry
3821	inter-company agreement
3822	Principality of Asturias
3823	Saint Pierre and Miquelon
3824	iron and steel product
3825	bolt and screw industry
3826	tinplate and cutlery industry
3827	ironmongery
3828	iron product
3829	metal coating
3830	Saint Helena
3831	iron and steel-working machinery
3832	special steels
3833	Saint Lucia
3834	antimony
3835	beryllium
3836	cadmium
3837	ferro-alloy
3838	tantalum
3839	seizure of goods
3840	cycle and motorcycle industry
3841	tool industry
3842	scientific apparatus
3843	pay
3844	medical device
3845	piece work pay
3846	cold store
3847	hourly wage
3848	industrial robot
3849	wages for housework
3850	minimum pay
3851	pump
3853	IATA
3854	wage earner
3855	audiovisual equipment
3856	sound reproduction equipment
3857	Solomon Islands
3858	Samoa
3859	electric cable
3860	telecommunications equipment
3861	household electrical appliance
3862	administrative sanction
3863	industrial electric machinery
3864	electric machinery
3865	electro-magnetic equipment
3866	sanction (EU)
3867	video disc
3868	video cassette
3869	recording medium
3870	economic sanctions
3871	record
3872	optical medium
3873	recording
3874	apparatus based on the use of rays
3875	radio telecommunications
3876	microelectronics
3878	penalty
3879	building industry
3880	prefabrication
3881	building slab
3882	large-scale construction
3883	paperboard
3884	bonded wood
3885	public health
3886	fancy leather goods and glove-making industry
3887	hides and furskins industry
3888	São Tomé and Príncipe
3889	Sarawak
3890	haberdashery
3891	Sardinia
3892	man-made fibre
3893	natural fibre
3895	miscellaneous industries
3896	private limited company
3897	jewellery and goldsmith's articles
3898	buckwheat
3899	social rights
3900	political rights
3901	economic rights
3902	charter on human rights
3903	Saarland
3904	atheism
3905	satellite
3906	freedom of movement
3907	job satisfaction
3908	anti-discriminatory measure
3909	know-how
3910	ethnic discrimination
3911	sexual freedom
3912	xenophobia
3913	gender equality
3914	academic freedom
3915	right to development
3916	children's rights
3917	cruel and degrading treatment
3918	Schleswig-Holstein
3919	child protection
3920	crime against humanity
3921	retroactivity of a law
3922	comparative law
3923	administrative science
3924	local legislation
3925	information science
3926	civil liability
3927	contractual liability
3928	behavioural sciences
3929	ownership
3930	atlas
3931	soil science
3932	privatisation
3933	economics
3934	inheritance
3935	legal science
3936	law of succession
3937	time-sharing
3938	easement
3939	enjoyment of rights
3940	legal domicile
3941	life sciences
3942	financial solvency
3943	crime against individuals
3944	crime against property
3945	illegal restraint
3946	physical sciences
3947	political science
3948	customs fraud
3949	applied sciences
3950	defamation
3951	tax offence
3952	earth sciences
3953	imprisonment
3954	law relating to prisons
3955	prisoner
3956	social sciences
3957	alternative sentence
3958	conditional discharge
3959	confiscation of property
3960	reduction of sentence
3961	transfer of prisoners
3962	prison system
3963	prison administration
3964	political split
3965	limitation of legal proceedings
3966	legal hearing
3967	atmosphere
3968	schooling
3969	legal aid
3970	arrest
3971	judicial inquiry
3972	search
3973	detention before trial
3974	rights of the defence
3975	double-ballot voting system
3976	single-ballot system
3977	list voting system
3978	EC action to establish liability
3979	action by staff
3980	preliminary ruling procedure
3981	majority voting system
3982	uninominal voting system
3983	commercial court
3984	parliamentary sitting
3985	court of arbitration
3986	international court
3987	fiscal court
3988	drought
3989	legal adviser
3990	lay magistrate
3992	maritime area
3993	threat to national security
3994	banking secrecy
3995	maritime surveillance
3996	freedom of the seas
3997	industrial secret
3998	extra-atmospheric space
3999	space property right
4000	professional secret
4001	use of outer space
4002	UN Secretariat
4003	foreign national
4004	residence permit
4005	admission of aliens
4006	economic sector
4007	mixed marriage
4008	primary sector
4009	international law - national law
4010	international economic law
4011	administrative responsibility
4012	public economic law
4013	quaternary sector
4014	EC Decision
4015	EC Directive
4016	secondary sector
4017	EU legal system
4018	secondary legislation
4019	EAEC Directive
4020	EC recommendation
4021	tertiary sector
4022	EC Regulation
4023	implementing Regulation
4024	EAEC opinion
4025	security of supply
4026	ECSC opinion
4027	opinion of the Court of Justice (EU)
4028	social-security harmonisation
4029	job security
4030	external competence (EU)
4031	Protocol (EU)
4032	Merger Treaty
4033	transport safety
4034	Single European Act
4035	EC Accession Treaty
4036	product safety
4037	EAEC Joint Undertaking
4038	European Commission
4039	occupational safety
4040	EU relations
4041	ACP-EU Council of Ministers
4042	nuclear safety
4043	member of the Court of Justice (EU)
4044	European Commissioner
4045	public safety
4046	European Association for Cooperation
4047	road safety
4048	association agreement (EU)
4049	ACP-EU Convention
4050	social security
4051	ACP-EU Committee of Ambassadors
4052	ACP-EU Joint Committee
4053	third Lomé Convention
4054	EURES
4055	EDF
4056	European Social Fund
4057	enlargement of the Union
4058	housing allocation
4059	rye
4060	European Union
4061	history of Europe
4062	chemical salt
4063	European Union membership
4064	Latin American Economic System
4065	common position
4066	joint action
4067	Institution of the Union
4068	Treaty on European Union
4069	LAES countries
4070	European political cooperation
4071	competition (EU)
4072	selection of pupils
4073	supplementary trade mechanism
4074	environmental risk prevention
4075	natural hazard
4076	industrial hazard
4077	economic liberalism
4078	customs duties
4079	customs inspection
4080	CCT duties
4081	seed
4082	weights and measures
4083	preserved product
4084	semi-metal
4085	irradiation
4086	subsistence level income
4087	personal weapon
4088	meal
4089	patronage
4090	administrative competition
4091	public hearing
4092	Senegal
4093	separation of powers
4094	psychoanalysis
4095	sericulture
4096	visual arts
4097	cultural pluralism
4098	customs and traditions
4099	service
4100	architectural heritage
4101	church
4102	anthem
4103	flag
4104	after-sales service
4105	literary and artistic property
4106	alternative service
4107	aerodynamics
4108	thermodynamics
4109	plasma physics
4110	laser physics
4111	genetic engineering
4112	painting
4113	employment service
4114	release on licence
4115	capital increase
4116	health service
4117	agricultural situation
4118	post office financial services
4119	promulgation of a law
4120	financial interests of members
4121	Arab-African cooperation
4122	free service
4123	Euro-Arab cooperation
4124	Commission Delegation
4125	EU control
4126	principle of additionality
4127	national service
4128	peripheral region
4129	island region
4130	most favoured nation
4131	payable service
4132	subsidiary budget
4133	postal service
4134	multilingual dictionary
4135	dictionary of abbreviations
4136	public service
4137	encyclopaedia
4138	thesaurus
4139	periodical publication
4140	secret service
4141	domestic waste
4142	single-crop farming
4143	social services
4144	newspaper
4145	sesame
4146	price increase
4147	parliamentary session
4148	Seychelles
4149	International Finance Corporation
4150	grande école
4151	university
4152	transport of animals
4153	associative movement
4154	Sharjah
4155	Sicily
4156	stationing of forces
4157	parliamentary seat
4158	head office
4159	vacant seat
4160	Australia
4161	Sierra Leone
4162	traffic signs
4163	pet food
4164	Singapore
4165	acid rain
4166	insurance claim
4167	town-planning profession
4168	documentary tool
4169	non-woven fabric
4170	syrup
4171	Aegean Islands
4172	Canary Islands
4173	sisal
4174	Bureau of the EP
4175	president of an institution
4176	seismology
4177	vice-president of an institution
4178	Secretary General of an Institution
4179	institutional activity
4180	seat of institution
4181	institutional reform
4182	competence of the institution
4183	EU situation
4184	marital status
4185	space policy
4186	self-supply
4187	financial situation
4188	socialism
4189	organisation
4190	public limited company
4191	company constituted under civil law
4192	professional partnership
4193	firm governed by commercial law
4194	mixed-ownership company
4195	investment company
4196	company with share capital
4197	bus
4198	consumer society
4199	partnership
4200	limited partnership
4201	undisclosed partnership
4202	European company
4203	parent company
4204	non-profit organisation
4205	sociology
4206	South Jutland (county)
4207	silk
4208	own consumption
4209	care of the disabled
4210	soya bean
4211	solvent
4212	Somalia
4213	sample survey
4214	opinion poll
4215	sorghum
4216	self-determination
4217	Sudan
4218	sulphur
4219	tendering
4220	source of information
4221	source of aid
4222	source of law
4223	underdevelopment
4224	by-product
4225	agricultural by-product
4226	self-financing
4227	milk by-product
4228	metal by-product
4229	sub-proletariat
4230	undernourishment
4231	underpopulation
4232	subcontracting
4233	self-management
4234	breadwinner
4235	price support
4236	farm price support
4237	short-term monetary support
4238	national sovereignty
4239	product specialisation
4240	specialisation of trade
4241	budgetary specification
4242	voluntary restraint
4243	building speculation
4244	Sporades
4245	sport
4246	Sri Lanka
4247	Stabex
4248	price stability
4249	income stabilisation
4250	economic stabilisation
4251	indoor livestock farming
4252	interprofessional agreement
4253	automation
4254	economic stagnation
4255	experimental farm
4256	statistics
4257	agricultural statistics
4258	EU statistics
4259	population statistics
4260	fishing statistics
4261	motor car
4262	economic statistics
4263	financial statistics
4264	industrial statistics
4265	international statistics
4266	national statistics
4267	official statistics
4268	regional statistics
4269	status of Berlin
4270	status of Jerusalem
4271	regulations for civil servants
4272	autonomy
4273	staff regulations
4274	legal status
4275	political status
4276	occupational status
4277	social status
4278	sterilisation
4279	tax incentive
4280	stock
4281	EU stock
4282	financial autonomy
4283	economic contingency stock
4284	intervention stock
4285	surplus stock
4286	minimum stock
4287	world stock
4288	private stock
4289	public stock
4290	buffer stock
4291	storage
4292	stockpiling of weapons
4293	energy storage
4294	storage of food
4295	document storage
4296	Greater Copenhagen
4297	Storstrøm (county)
4298	agricultural structure
4299	employment structure
4300	company structure
4301	budget authorisation
4302	economic structure
4303	industrial structures
4304	institutional structure
4305	social structure
4306	narcotic
4307	carcinogenic substance
4308	dangerous substance
4309	restrictive-practice authorisation
4310	export subsidy
4311	food substitute
4312	transfer of farms
4313	branch
4314	sugar
4315	white sugar
4316	raw sugar
4317	beet sugar
4318	transport authorisation
4319	cane sugar
4320	Sweden
4321	votes cast
4322	universal suffrage
4323	suicide
4324	Switzerland
4325	Sulawesi
4326	Sumatra
4327	utilised agricultural area
4328	alternate
4329	additional duty
4330	information medium
4331	magnetic medium
4332	job cuts
4333	abolition of customs duties
4334	supranationality
4335	over-exploitation of resources
4336	wooded area
4337	area of holding
4338	grassland
4339	main acreage
4340	deep-freezing
4341	breeder reactor
4342	Surinam
4343	overpopulation
4344	monetary agreement
4345	motorway
4346	over-production
4347	market supervision
4348	suspension of aid
4349	suspension of sentence
4350	suspension of customs duties
4351	Swaziland
4352	silviculture
4353	Austria
4354	Syria
4355	Sysmin
4356	banking system
4357	educational system
4358	farming system
4359	information system
4360	management information system
4361	communications systems
4362	accounting system
4363	cultivation system
4364	Auvergne
4365	UN programmes and funds
4366	information service
4367	electoral system
4368	European electoral system
4369	European accounting system
4370	European Monetary System
4371	international monetary system
4372	standardised accounting system
4373	tobacco
4374	smoking
4375	Taiwan
4376	Tanzania
4377	carpet
4378	air freight rate
4379	transportation tariff
4380	customs tariff
4381	common customs tariff
4382	railway tariff
4383	advance
4384	postal charges
4385	tariff preference
4386	passenger tariff
4387	charges for use of infrastructure
4388	bull
4389	self-sufficiency rate
4390	exchange rate
4391	preliminary draft budget
4392	VAT rate
4393	floating rate
4394	central rate
4395	representative rate
4397	assessment of prices
4398	axle tax
4399	export tax
4400	import tax
4401	stamp duty
4402	countervailing charge
4403	charge having equivalent effect
4404	producer co-responsibility
4405	transit charge
4406	business tax
4407	fuel tax
4408	civil aviation
4409	vehicle tax
4410	Chad
4411	Czechoslovakia
4412	cultivation techniques
4413	management techniques
4414	building services
4415	technology
4416	food technology
4417	military aircraft
4418	materials technology
4419	soft technology
4420	energy technology
4421	intermediate technology
4422	nuclear technology
4423	oil technology
4424	telecommunications
4425	facsimile
4426	remote sensing
4427	poultry farming
4428	cable distribution
4429	telegraph
4430	telematics
4431	telephone
4432	television
4433	telex
4434	evidence
4435	rest period
4436	political tendency
4437	European Monetary Agreement
4438	aircraft
4439	mental stress
4440	terms of trade
4441	terminology
4442	building plot
4443	industrial plot
4444	abandoned land
4445	agricultural land
4446	state-owned land
4447	uncultivated land
4448	arable land
4449	opinion
4450	reclaimed land
4451	overseas territory
4452	terrorism
4453	Thailand
4454	tea
4455	therapeutics
4456	thesis
4457	EC opinion
4458	Thessaly
4459	Western Thrace
4460	Timor
4461	East Timor
4462	titanium
4463	negotiable instrument
4464	ticket
4465	Togo
4466	Tonga
4467	torture
4468	Tuscany
4469	peat
4470	tourism
4471	mass tourism
4472	sunflower
4473	EP opinion
4474	toxicology
4475	drug addiction
4476	tractor
4477	Trade Expansion Act
4478	translation
4479	European treaties
4480	ECSC Treaty
4481	EEC Treaty
4482	EAEC Treaty
4483	Warsaw Pact countries
4484	milking machine
4485	water treatment
4486	information processing
4487	word processing
4488	data processing
4489	ore processing
4490	plant health treatment
4491	financial transaction
4492	transfer of businesses
4493	capital transfer
4494	transfer of pension rights
4495	transfer of population
4496	technology transfer
4497	oats
4498	food processing
4499	Community transit
4500	customs transit
4501	transliteration
4502	data transmission
4503	transfer of property
4504	abortion
4505	air transport
4506	combined transport
4507	energy transport
4508	hinterland transport
4509	carriage of goods
4510	surface transport
4511	carriage of passengers
4512	public transport
4513	illegal abortion
4514	rail transport
4515	inland waterway transport
4516	private means of transport
4517	intercontinental transport
4518	inland transport
4519	international transport
4520	international road transport
4521	intra-EU transport
4522	maritime transport
4523	Abu Dhabi
4524	multifibre agreement
4525	therapeutic abortion
4526	national transport
4527	cable transport
4528	pipeline transport
4529	carriage for hire or reward
4530	own-account transport
4531	means of public conveyance
4532	regional transport
4533	road transport
4534	school transport
4535	semi-public transport
4536	transport under customs control
4537	underground transport
4538	suburban transport
4539	land transport
4540	transfrontier transport
4541	urban transport
4542	carrier
4543	work
4544	home working
4545	nitrogen
4546	assembly line work
4547	full-time employment
4548	part-time employment
4549	moonlighting
4550	team work
4551	night work
4552	child labour
4553	shift work
4554	schoolwork
4555	older worker
4556	clandestine worker
4557	worker (EU)
4558	frontier worker
4559	worker with disabilities
4560	Baden-Württemberg
4561	manual worker
4562	migrant worker
4563	seasonal worker
4564	social worker
4565	public works
4566	clover
4567	Bahamas
4568	Trentino-Alto Adige
4569	Treasury
4570	Trinidad and Tobago
4571	triticale
4572	Bahrain
4573	barter
4574	trust
4575	tube
4576	animal tuberculosis
4577	tungsten
4578	Tunisia
4579	turbine
4580	Turkey
4581	guardianship
4582	soft fruit
4583	Tuvalu
4584	piping
4585	VAT
4586	Central African Economic and Monetary Community
4587	CAEMC countries
4588	Belgo-Luxembourg Economic Union
4590	WEU countries
4591	International Telecommunication Union
4592	Umm al Qaywayn
4593	unanimity
4594	UN Centre for Regional Development
4595	Unesco
4596	national unification
4597	Western European Union
4598	lease
4600	customs union
4601	economic union
4602	Economic and Monetary Union
4603	European Payments Union
4604	Interparliamentary Union
4605	preferential agreement
4606	business lease
4607	WAEMU countries
4608	monetary union
4610	Unisist
4611	UN Institute for Training and Research
4612	livestock unit
4613	farm lease
4614	UNRWA
4615	Asian-Pacific Parliamentarians' Union
4616	Universal Postal Union
4617	uranium
4618	urbanisation
4619	town planning
4620	USSR
4621	Uruguay
4622	transport user
4623	price reduction
4624	turnkey factory
4625	usufruct
4626	information user
4627	use of aid
4628	use of water
4629	energy use
4630	land use
4631	peaceful use of energy
4632	Utrecht
4633	trade balance
4634	holiday
4635	vaccine
4636	vaccination
4637	cow
4638	suckler cow
4639	dairy cow
4640	Valle d'Aosta
4641	added value
4642	market capitalisation
4643	value of trade
4644	balance-of-payments deficit
4645	customs valuation
4646	securities
4647	vanadium
4648	Vanuatu
4649	Holy See
4650	calf
4651	vehicle
4652	air-cushion vehicle
4653	two-wheeled vehicle
4654	motor vehicle
4655	agricultural vehicle
4656	electric vehicle
4657	vehicle on rails
4658	commercial vehicle
4659	Vejle (county)
4660	Veneto
4661	invisible trade balance
4662	Venezuela
4663	sale
4664	credit sale
4665	door-to-door selling
4666	retail selling
4667	discount sale
4668	auction sale
4669	direct selling
4670	wholesale selling
4671	balance of payments
4672	duty-free sale
4673	distance selling
4674	orchard
4675	auditing
4676	glass
4678	West Zealand (county)
4679	Bali
4680	clothing
4681	meat
4682	beef
4683	goatmeat
4684	horsemeat
4685	buffalo meat
4686	veal
4687	poultrymeat
4688	boned meat
4689	fresh meat
4690	Western Balkans
4691	sheepmeat
4692	pigmeat
4693	Viborg (county)
4694	Deputy Speaker of Parliament
4695	victim
4696	civilian victim
4697	war victim
4698	broadcast videography
4699	interactive videotex
4700	integration into employment
4701	second ballot
4702	collective activities
4703	business activity
4704	politics
4705	school life
4706	social life
4707	Vietnam
4708	vineyard
4709	town
4710	medium-sized town
4711	new town
4712	satellite town
4713	wine
4714	flavoured wine
4715	white wine
4716	local wine
4717	wine of superior quality
4718	table wine
4719	bottled wine
4720	fortified wine
4721	strip
4722	sparkling wine
4723	rosé wine
4724	red wine
4725	still wine
4726	vinification
4727	sexual violence
4728	violence
4729	government violence
4730	political violence
4731	credit transfer
4732	Bangladesh
4733	vitamin
4734	viticulture
4735	inland waterway
4736	international waterway
4737	expressway
4738	bank
4739	country road
4740	urban road
4741	road services department
4742	theft
4743	poultry
4744	African Development Bank
4745	slaughtered poultry
4746	laying poultry
4747	live poultry
4748	trade volume
4749	trading volume
4750	vote
4751	blank ballot paper
4752	agricultural bank
4753	vote on a text as a whole
4754	passage of a bill
4755	electronic voting
4756	roll-call vote
4757	invalid ballot paper
4758	compulsory voting
4759	advance voting
4760	postal vote
4761	proxy vote
4762	parliamentary vote
4763	central bank
4764	preferential voting
4765	open ballot
4766	secret ballot
4767	travel
4768	inclusive tour
4769	group travel
4770	volcanology
4771	agricultural advisory services
4772	Wallis and Futuna
4773	yoghourt
4774	commercial bank
4775	Yemen
4776	former South Yemen
4777	Yorkshire and The Humber
4778	Yugoslavia
4779	Democratic Republic of the Congo
4780	Zambia
4781	Zeeland
4782	Zimbabwe
4783	zinc
4784	cooperative bank
4785	arid zone
4786	climatic zone
4787	residential area
4788	catch area
4789	free-trade area
4790	fishing area
4791	exclusive economic zone
4792	equatorial zone
4793	free zone
4794	SALT Agreement
4795	investment bank
4796	frigid zone
4797	humid zone
4798	currency area
4799	pedestrian zone
4800	polluted area
4801	protected area
4802	disaster area
4803	subtropical zone
4804	suburban area
4805	tariff zone
4806	development bank
4807	temperate zone
4808	tropical zone
4809	urban area
4810	zoology
4811	land bank
4812	World Bank
4813	people's bank
4814	private bank
4815	public bank
4816	Barbados
4817	sectoral agreement
4818	price list
4819	bar
4820	low pay
4821	database
4822	military base
4823	Basilicata
4824	Lower Normandy
4825	Lower Saxony
4826	TAB
4827	vessel
4828	commodity agreement
4829	fishing vessel
4830	tanker
4831	building
4832	pleasure craft
4833	industrial building
4834	public building
4835	Bavaria
4836	tariff agreement
4837	fine arts
4838	European Investment Bank
4839	Belgium
4840	regions and communities of Belgium
4841	Belize
4842	profit
4843	aid recipient
4844	Benelux
4845	Benelux countries
4846	Benin
4847	Berlin
4848	Bermuda
4849	nutritional needs
4850	housing need
4851	manpower needs
4852	population growth
4853	water requirements
4854	fodder
4855	financial requirements
4856	concrete
4857	fodder beet
4858	sugar beet
4859	BEUC
4860	butter
4861	vegetable butter
4862	Bhutan
4863	increase in production
4864	bibliography
4865	library
4866	children's library
4867	national library
4868	public library
4869	scientific library
4870	university library
4871	bicameral system
4872	Inter-American Development Bank
4873	acculturation
4874	slum
4875	International Bureau of Education
4876	common land
4877	cultural object
4878	consumer goods
4879	durable goods
4880	non-durable goods
4881	social well-being
4882	charge
4883	beer
4884	balance sheet
4885	supply balance sheet
4886	energy audit
4887	social audit
4888	bilingualism
4889	biochemistry
4890	bioconversion
4891	biodegradability
4892	bioenergy
4900	biogas
4905	biography
4921	biology
4930	biomass
4940	biosphere
4950	two-party system
4959	bipolarisation
4966	Burma/Myanmar
4983	purchase
4984	biscuit factory
4990	bismuth
4994	wheat
5000	durum wheat
5010	common wheat
5011	price freeze
5012	beef animal
5013	fuel wood
5014	wood for construction
5015	credit purchase
5016	afforestation
5017	beverage
5018	alcoholic beverage
